hp,attack,defense,special-attack,special-defense,speed,type_1,type_2,Pokemon,totalstat,generation,avg_power
65,60,75,110,121,64,Fairy,N/A,Alcremie,495,8,85
65,100,100,70,60,75,Fighting,N/A,Falinks,470,8,85
48,101,95,91,85,15,Electric,N/A,Pincurchin,435,8,96
30,25,35,45,30,20,Ice,Bug,Snom,185,8,35
70,65,60,125,90,65,Ice,Bug,Frosmoth,475,8,95
100,125,135,20,20,70,Rock,N/A,Stonjourner,470,8,72
75,80,110,65,90,50,Ice,N/A,Eiscue-Ice,470,8,72
60,65,55,105,95,95,Psychic,Normal,Indeedee-Male,475,8,85
58,95,58,70,58,97,Electric,Dark,Morpeko-Full-Belly,436,8,82
72,80,49,40,49,40,Steel,N/A,Cufant,330,8,60
122,130,69,80,69,30,Steel,N/A,Copperajah,500,8,105
90,100,90,80,70,75,Electric,Dragon,Dracozolt,505,8,90
90,100,90,90,80,55,Electric,Ice,Arctozolt,505,8,95
90,90,100,70,80,75,Water,Dragon,Dracovish,505,8,80
90,90,100,80,90,55,Water,Ice,Arctovish,505,8,85
70,95,115,120,50,85,Steel,Dragon,Duraludon,535,8,107
28,60,30,40,30,82,Dragon,Ghost,Dreepy,270,8,50
68,80,50,60,50,102,Dragon,Ghost,Drakloak,410,8,70
88,120,75,100,75,142,Dragon,Ghost,Dragapult,600,8,110
92,130,115,80,115,138,Fairy,N/A,Zacian,670,8,105
92,130,115,80,115,138,Fighting,N/A,Zamazenta,670,8,105
140,85,95,145,95,130,Poison,Dragon,Eternatus,690,8,115
60,90,60,53,50,72,Fighting,N/A,Kubfu,385,8,71
100,130,100,63,60,97,Fighting,Dark,Urshifu-Single-Strike,550,8,96
105,120,105,70,95,105,Dark,Grass,Zarude,600,8,95
80,100,50,100,50,200,Electric,N/A,Regieleki,580,8,100
200,100,50,100,50,80,Dragon,N/A,Regidrago,580,8,100
100,145,130,65,110,30,Ice,N/A,Glastrier,580,8,105
100,65,60,145,80,130,Ghost,N/A,Spectrier,580,8,105
100,80,80,80,80,80,Psychic,Grass,Calyrex,500,8,80
103,105,72,105,75,65,Normal,Psychic,Wyrdeer,525,8,105
70,135,95,45,70,85,Bug,Rock,Kleavor,500,8,90
130,140,105,45,80,50,Ground,Normal,Ursaluna,550,8,92
120,112,65,80,75,78,Water,Ghost,Basculegion-Male,530,8,96
80,130,60,40,80,120,Fighting,Poison,Sneasler,510,8,85
85,115,95,65,65,85,Dark,Poison,Overqwil,510,8,90
74,115,70,135,80,106,Fairy,Flying,Enamorus-Incarnate,580,8,125
40,61,54,45,45,65,Grass,N/A,Sprigatito,310,9,53
61,80,63,60,63,83,Grass,N/A,Floragato,410,9,70
76,110,70,81,70,123,Grass,Dark,Meowscarada,530,9,95
67,45,59,63,40,36,Fire,N/A,Fuecoco,310,9,54
81,55,78,90,58,49,Fire,N/A,Crocalor,411,9,72
104,75,100,110,75,66,Fire,Ghost,Skeledirge,530,9,92
55,65,45,50,45,50,Water,N/A,Quaxly,310,9,57
70,85,65,65,60,65,Water,N/A,Quaxwell,410,9,75
85,120,80,85,75,85,Water,Fighting,Quaquaval,530,9,102
54,45,40,35,45,35,Normal,N/A,Lechonk,254,9,40
110,100,75,59,80,65,Normal,N/A,Oinkologne,489,9,79
35,41,45,29,40,20,Bug,N/A,Tarountula,210,9,35
60,79,92,52,86,35,Bug,N/A,Spidops,404,9,65
33,46,40,21,25,45,Bug,N/A,Nymble,210,9,33
71,102,78,52,55,92,Bug,Dark,Lokix,450,9,77
45,50,20,40,25,60,Electric,N/A,Pawmi,240,9,45
60,75,40,50,40,85,Electric,Fighting,Pawmo,350,9,62
70,115,70,70,60,105,Electric,Fighting,Pawmot,490,9,92
50,50,45,40,45,75,Normal,N/A,Tandemaus,305,9,45
74,75,70,65,75,111,Normal,N/A,Maushold,470,9,70
37,55,70,30,55,65,Fairy,N/A,Fidough,312,9,42
57,80,115,50,80,95,Fairy,N/A,Dachsbun,477,9,65
41,35,45,58,51,30,Grass,Normal,Smoliv,260,9,46
52,53,60,78,78,33,Grass,Normal,Dolliv,354,9,65
78,69,90,125,109,39,Grass,Normal,Arboliva,510,9,97
82,96,51,45,51,92,Normal,Flying,Squawkabilly,417,9,70
55,55,75,35,35,25,Rock,N/A,Nacli,280,9,45
60,60,100,35,65,35,Rock,N/A,Naclstack,355,9,47
100,100,130,45,90,35,Rock,N/A,Garganacl,500,9,72
40,50,40,50,40,35,Fire,N/A,Charcadet,255,9,50
85,60,100,125,80,75,Fire,Psychic,Armarouge,525,9,92
75,125,80,60,100,85,Fire,Ghost,Ceruledge,525,9,92
61,31,41,59,35,45,Electric,N/A,Tadbulb,272,9,45
109,64,91,103,83,45,Electric,N/A,Bellibolt,495,9,83
40,40,35,55,40,70,Electric,Flying,Wattrel,280,9,47
70,70,60,105,60,125,Electric,Flying,Kilowattrel,490,9,87
60,78,60,40,51,51,Dark,N/A,Maschiff,340,9,59
80,120,90,60,70,85,Dark,N/A,Mabosstiff,505,9,90
40,65,35,40,35,75,Poison,Normal,Shroodle,290,9,52
63,95,65,80,72,110,Poison,Normal,Grafaiai,485,9,87
40,65,30,45,35,60,Grass,Ghost,Bramblin,275,9,55
55,115,70,80,70,90,Grass,Ghost,Brambleghast,480,9,97
40,40,35,50,100,70,Ground,Grass,Toedscool,335,9,45
80,70,65,80,120,100,Ground,Grass,Toedscruel,515,9,75
70,100,115,35,55,75,Rock,N/A,Klawf,450,9,67
50,62,40,62,40,50,Grass,N/A,Capsakid,304,9,62
65,108,65,108,65,75,Grass,Fire,Scovillain,486,9,108
41,50,60,31,58,30,Bug,N/A,Rellor,270,9,40
75,50,85,115,100,45,Bug,Psychic,Rabsca,470,9,82
30,35,30,55,30,75,Psychic,N/A,Flittle,255,9,45
95,60,60,101,60,105,Psychic,N/A,Espathra,481,9,80
50,45,45,35,64,58,Fairy,Steel,Tinkatink,297,9,40
65,55,55,45,82,78,Fairy,Steel,Tinkatuff,380,9,50
85,75,77,70,105,94,Fairy,Steel,Tinkaton,506,9,72
10,55,25,35,25,95,Water,N/A,Wiglett,245,9,45
35,100,50,50,70,120,Water,N/A,Wugtrio,425,9,75
70,103,85,60,85,82,Flying,Dark,Bombirdier,485,9,81
70,45,40,45,40,75,Water,N/A,Finizen,315,9,45
100,70,72,53,62,100,Water,N/A,Palafin,457,9,61
45,70,63,30,45,47,Steel,Poison,Varoom,300,9,50
80,119,90,54,67,90,Steel,Poison,Revavroom,500,9,86
70,95,65,85,65,121,Dragon,Normal,Cyclizar,501,9,90
70,85,145,60,55,65,Steel,N/A,Orthworm,480,9,72
48,35,42,105,60,60,Rock,Poison,Glimmet,350,9,70
83,55,90,130,81,86,Rock,Poison,Glimmora,525,9,92
50,61,60,30,55,34,Ghost,N/A,Greavard,290,9,45
72,101,100,50,97,68,Ghost,N/A,Houndstone,488,9,75
82,115,74,75,64,90,Flying,Fighting,Flamigo,500,9,95
108,68,45,30,40,43,Ice,N/A,Cetoddle,334,9,49
170,113,65,45,55,73,Ice,N/A,Cetitan,521,9,79
90,102,73,78,65,70,Water,Psychic,Veluza,478,9,90
150,100,115,65,65,35,Water,N/A,Dondozo,530,9,82
68,50,60,120,95,82,Dragon,Water,Tatsugiri,475,9,85
110,115,80,50,90,90,Fighting,Ghost,Annihilape,535,9,82
130,75,60,45,100,20,Poison,Ground,Clodsire,430,9,60
120,90,70,110,70,60,Normal,Psychic,Farigiraf,520,9,100
125,100,80,85,75,55,Normal,N/A,Dudunsparce,520,9,92
100,135,120,60,85,50,Dark,Steel,Kingambit,550,9,97
115,131,131,53,53,87,Ground,Fighting,Great-Tusk,570,9,92
115,65,99,65,115,111,Fairy,Psychic,Scream-Tail,570,9,65
111,127,99,79,99,55,Grass,Dark,Brute-Bonnet,570,9,103
55,55,55,135,135,135,Ghost,Fairy,Flutter-Mane,570,9,95
85,135,79,85,105,81,Bug,Fighting,Slither-Wing,570,9,110
85,81,97,121,85,101,Electric,Ground,Sandy-Shocks,570,9,101
90,112,120,72,70,106,Ground,Steel,Iron-Treads,570,9,92
56,80,114,124,60,136,Ice,Water,Iron-Bundle,570,9,102
154,140,108,50,68,50,Fighting,Electric,Iron-Hands,570,9,95
94,80,86,122,80,108,Dark,Flying,Iron-Jugulis,570,9,101
80,70,60,140,110,110,Fire,Poison,Iron-Moth,570,9,105
100,134,110,70,84,72,Rock,Electric,Iron-Thorns,570,9,102
65,75,45,35,45,55,Dragon,Ice,Frigibax,320,9,55
90,95,66,45,65,62,Dragon,Ice,Arctibax,423,9,70
115,145,92,75,86,87,Dragon,Ice,Baxcalibur,600,9,110
45,30,70,75,70,10,Ghost,N/A,Gimmighoul,300,9,52
87,60,95,133,91,84,Steel,Ghost,Gholdengo,550,9,96
85,85,100,95,135,70,Dark,Grass,Wo-Chien,570,9,90
80,120,80,90,65,135,Dark,Ice,Chien-Pao,570,9,105
155,110,125,55,80,45,Dark,Ground,Ting-Lu,570,9,82
55,80,80,135,120,100,Dark,Fire,Chi-Yu,570,9,107
105,139,71,55,101,119,Dragon,Dark,Roaring-Moon,590,9,97
74,130,90,120,60,116,Fairy,Fighting,Iron-Valiant,590,9,125
100,135,115,85,100,135,Fighting,Dragon,Koraidon,670,9,110
100,85,100,135,115,135,Electric,Dragon,Miraidon,670,9,110
99,83,91,125,83,109,Water,Dragon,Walking-Wake,590,9,104
90,130,88,70,108,104,Grass,Psychic,Iron-Leaves,590,9,100
